Latitude,Longitude,Elevation,Slope Angle
-26.630094,27.768256,1468.0,-0.02712001881641624
-26.629792,27.768103,1467.0,0.0
-26.629561,27.768001,1467.0,-0.012548065945575022
-26.628875,27.767769,1466.0,0.0
-26.62854,27.767703,1466.0,0.031575203688379135
-26.628257,27.767668,1467.0,0.0
-26.627989,27.767655,1467.0,0.0
-26.627672,27.767657,1467.0,-0.14115415796652503
-26.62742,27.767684,1463.0,0.0
-26.627145,27.767727,1463.0,0.0
-26.626809,27.767791,1463.0,0.06577809297486524
-26.626416,27.76792,1466.0,0.0
-26.626085,27.76806,1466.0,-0.08890036363622052
-26.625809,27.768199,1463.0,0.050903757032235736
-26.6255,27.76839,1465.0,0.0
-26.625157,27.768631,1465.0,-0.0497387397438567
-26.624871,27.768878,1463.0,0.0
-26.62461,27.769151,1463.0,0.04580601889836155
-26.624334,27.769463,1465.0,-0.056766121071472504
-26.624138,27.769741,1463.0,0.0
-26.623909,27.770134,1463.0,0.0
-26.623711,27.770542,1463.0,0.02308539484621015
-26.623541,27.770934,1464.0,0.0
-26.623398,27.771353,1464.0,0.04143804915815323
-26.623277,27.771819,1466.0,0.0
-26.623132,27.772416,1466.0,0.0
-26.622975,27.772937,1466.0,0.0
-26.622846,27.77329,1466.0,0.0
-26.622613,27.773843,1466.0,0.0
-26.622369,27.774316,1466.0,0.0
-26.622032,27.774863,1466.0,0.031465547101043434
-26.621854,27.775113,1467.0,-0.021550783022062456
-26.621579,27.775464,1466.0,0.0
-26.621281,27.775809,1466.0,-0.022601060211019118
-26.62098,27.7761,1465.0,0.03873850510600141
-26.620798,27.776261,1466.0,0.0
-26.620621,27.776407,1466.0,0.0
-26.620368,27.7766,1466.0,0.05063117364695069
-26.620228,27.776722,1467.0,0.0
-26.620095,27.776863,1467.0,-0.026097126381196753
-26.619493,27.777238,1465.0,0.0166099332726293
-26.618541,27.777815,1467.0,-0.017222592950749196
-26.617589,27.778295,1465.0,0.008651354243682251
-26.616625,27.77873,1466.0,-0.005545756949533726
-26.615117,27.779397,1465.0,-0.009386040245490461
-26.613328,27.780165,1463.0,-0.004564375305341981
-26.611489,27.780956,1462.0,-0.010446325942206547
-26.609884,27.781653,1460.0,0.017810377418973986
-26.608947,27.782074,1462.0,-0.008163322238267726
-26.607918,27.782514,1461.0,0.006314262621420226
-26.599938,27.785933,1467.0,-0.01859687948633242
-26.598585,27.786518,1464.0,0.001905683223931213
-26.589782,27.790325,1466.0,0.0025717478570434675
-26.586575,27.791884,1467.0,-0.012370714005583601
-26.58528,27.792623,1465.0,0.017499523684072118
-26.583903,27.793398,1468.0,0.0
-26.581364,27.795002,1468.0,-0.008299971233661992
-26.580431,27.795618,1467.0,0.03176329541490546
-26.57994,27.795933,1469.0,0.004227579712538842
-26.578095,27.797117,1470.0,0.01788758831523052
-26.57585,27.798381,1475.0,0.057903430453880425
-26.574716,27.798945,1483.0,-0.006568476512896669
-26.573463,27.799562,1482.0,0.026467133557655596
-26.57093,27.800663,1490.0,0.01364348310256063
-26.569673,27.801107,1492.0,0.0
-26.568669,27.801505,1492.0,0.005434194994254502
-26.56708,27.802022,1493.0,0.009661639190946904
-26.565277,27.80254,1495.0,0.009572877773848848
-26.563441,27.802986,1497.0,0.015233874810199778
-26.562283,27.803243,1499.0,-0.08816721900177184
-26.561076,27.803448,1487.0,0.0019244242206700496
-26.537956,27.807228,1492.0,0.014328224125704699
-26.52864,27.808744,1507.0,0.020898429946196735
-26.526937,27.809022,1511.0,0.01892210181709346
-26.525997,27.809179,1513.0,0.041350279914171256
-26.524921,27.80935,1518.0,0.0
-26.523764,27.809534,1518.0,0.0
-26.52336,27.809604,1518.0,0.01627157799114307
-26.520626,27.810052,1523.0,0.007814625014432941
-26.518349,27.810427,1525.0,0.008252720183907361
-26.517271,27.810605,1526.0,0.03683905538760649
-26.515581,27.810882,1533.0,-0.0014229555828757516
-26.496816,27.813915,1530.0,0.0037008306933546654
-26.49441,27.814296,1531.0,0.014845070053133935
-26.492612,27.814591,1534.0,0.0
-26.491086,27.814864,1534.0,0.02046992867041059
-26.489796,27.815165,1537.0,-0.007834913212199549
-26.48869,27.815508,1536.0,0.0
-26.486776,27.81623,1536.0,0.012873959386529311
-26.485499,27.816863,1538.0,0.0
-26.484618,27.817359,1538.0,-0.022654978454939204
-26.483231,27.818222,1534.0,0.02571717728152825
-26.482652,27.81866,1536.0,0.03150828254408867
-26.481953,27.819212,1539.0,0.01461830136714824
-26.480959,27.820022,1541.0,0.0177122433716238
